location,date,record,date,location,2019_population,total_vaccinations,total_distributed,unused_doses,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
United States,2022-11-01,40749,2022-11-01,United States,328239523,636871557.0,890758935.0,253887378,266031472.0,68.35,191.82,226933827.0,80.13,268.29,,575856.0,1734.0,0.715,161006193.0,48.49
United States,2022-11-08,40756,2022-11-08,United States,328239523,640913400.0,928460585.0,287547185,266401911.0,68.49,193.04,227377753.0,80.24,279.65,,769535.0,2318.0,0.69,164233671.0,49.47
United States,2022-11-15,40763,2022-11-15,United States,328239523,646524294.0,905043735.0,258519441,267032055.0,68.61,194.73,227802408.0,80.43,272.6,,801556.0,2414.0,0.714,168789766.0,50.84
United States,2022-11-22,40770,2022-11-22,United States,328239523,,,0,,,,,,,,416945.0,1256.0,,,
United States,2022-11-29,40777,2022-11-29,United States,328239523,,,0,,,,,,,,416945.0,1256.0,,,
United States,2022-12-06,40784,2022-12-06,United States,328239523,655280140.0,921275395.0,265995255,267346533.0,68.78,197.37,228369460.0,80.52,277.49,,416945.0,1256.0,0.711,176664082.0,53.21
United States,2022-12-13,40791,2022-12-13,United States,328239523,657927289.0,926257435.0,268330146,267654789.0,68.86,198.17,228604758.0,80.62,278.99,,378164.0,1139.0,0.71,178767677.0,53.84
United States,2022-12-20,40798,2022-12-20,United States,328239523,660400812.0,931341585.0,270940773,267907969.0,68.92,198.91,228831995.0,80.69,280.52,,353360.0,1064.0,0.709,180760783.0,54.44
United States,2022-12-27,40805,2022-12-27,United States,328239523,662148570.0,937298205.0,275149635,268143349.0,68.97,199.44,228989746.0,80.76,282.31,,249680.0,752.0,0.706,182115410.0,54.85
United States,2023-01-03,40812,2023-01-03,United States,328239523,663822575.0,939127005.0,275304430,268363272.0,69.01,199.94,229135170.0,80.83,282.86,,239144.0,720.0,0.707,183424068.0,55.25
United States,2023-01-10,40819,2023-01-10,United States,328239523,665076272.0,942343115.0,277266843,268546218.0,69.05,200.32,229254623.0,80.89,283.83,,201340.0,606.0,0.706,184375366.0,55.53
United States,2023-01-17,40826,2023-01-17,United States,328239523,666511603.0,947249345.0,280737742,268556888.0,69.08,200.75,229359062.0,80.89,285.31,,205047.0,618.0,0.704,185695588.0,55.93
United States,2023-01-24,40827,2023-01-18,United States,328239523,667815331.0,950455575.0,282640244,268765902.0,69.13,201.14,229508443.0,80.95,286.27,,186247.0,561.0,0.703,186640921.0,56.22
Utah,2021-01-12,40828,2021-01-12,Utah,3205958,95225.0,256275.0,161050,90613.0,0.14,2.97,4608.0,2.83,7.99,,,,0.372,,
Utah,2021-01-19,40835,2021-01-19,Utah,3205958,163205.0,268175.0,161989,144056.0,0.48,5.09,15367.0,4.49,8.36,12826.0,10995.0,3430.0,0.609,,
Utah,2021-01-26,40842,2021-01-26,Utah,3205958,230418.0,374850.0,148247,196507.0,0.81,7.19,25817.0,6.13,11.69,26278.0,11108.0,3465.0,0.67,,
Utah,2021-02-02,40849,2021-02-02,Utah,3205958,324636.0,427225.0,159618,245534.0,1.97,10.13,63286.0,7.66,13.33,36529.0,13460.0,4198.0,0.805,,
Utah,2021-02-09,40856,2021-02-09,Utah,3205958,510267.0,531875.0,146939,307059.0,3.3,15.92,105704.0,9.58,16.59,106344.0,26519.0,8272.0,1.027,,
Utah,2021-02-16,40863,2021-02-16,Utah,3205958,532635.0,604675.0,72040,314844.0,3.68,16.61,118086.0,9.82,18.86,0.0,26519.0,8272.0,0.921,,
Utah,2021-02-23,40870,2021-02-23,Utah,3205958,611048.0,723510.0,112462,356473.0,4.57,19.06,146600.0,11.12,22.57,32906.0,14315.0,4465.0,0.927,,
Utah,2021-03-02,40877,2021-03-02,Utah,3205958,722301.0,879350.0,157049,406252.0,5.96,22.53,191035.0,12.67,27.43,33795.0,15893.0,4957.0,0.84,,
Utah,2021-03-09,40884,2021-03-09,Utah,3205958,880032.0,1054260.0,206988,512666.0,7.38,27.45,236663.0,15.99,32.88,50357.0,22533.0,7028.0,0.839,,
Utah,2021-03-16,40891,2021-03-16,Utah,3205958,1030630.0,1212030.0,230352,626747.0,8.56,32.15,274333.0,19.55,37.81,41620.0,24981.0,7792.0,0.881,,
Utah,2021-03-23,40898,2021-03-23,Utah,3205958,1155841.0,1386490.0,250774,709295.0,9.7,36.05,311028.0,22.12,43.25,66375.0,23713.0,7397.0,0.861,,
Utah,2021-03-30,40905,2021-03-30,Utah,3205958,1327257.0,1595720.0,277009,813926.0,11.41,41.4,365762.0,25.39,49.77,61439.0,29228.0,9117.0,0.851,,
Utah,2021-04-06,40912,2021-04-06,Utah,3205958,1518590.0,1834120.0,331595,926752.0,13.8,47.37,442327.0,28.91,57.21,84793.0,31799.0,9919.0,0.865,,
Utah,2021-04-13,40919,2021-04-13,Utah,3205958,1726036.0,2004360.0,344717,1061662.0,17.06,53.84,547046.0,33.12,62.52,62525.0,33365.0,10407.0,0.861,,
Utah,2021-04-20,40926,2021-04-20,Utah,3205958,1918236.0,2179140.0,336397,1163254.0,20.07,59.83,643497.0,36.28,67.97,54176.0,36389.0,11350.0,0.885,,
Utah,2021-04-27,40933,2021-04-27,Utah,3205958,2068767.0,2440580.0,371813,1234547.0,22.52,64.53,722108.0,38.51,76.13,34861.0,26964.0,8411.0,0.86,,
Utah,2021-05-04,40940,2021-05-04,Utah,3205958,2201015.0,2614680.0,423966,1289439.0,24.96,68.65,800160.0,40.22,81.56,51390.0,22257.0,6942.0,0.848,,
Utah,2021-05-11,40947,2021-05-11,Utah,3205958,2342020.0,2816640.0,474620,1340220.0,28.01,73.05,897836.0,41.8,87.86,78270.0,20144.0,6283.0,0.84,,
Utah,2021-05-18,40954,2021-05-18,Utah,3205958,2440835.0,2934050.0,550618,1378044.0,30.01,76.13,962040.0,42.98,91.52,57279.0,19968.0,6228.0,0.832,,
Utah,2021-05-25,40961,2021-05-25,Utah,3205958,2544537.0,3050380.0,535657,1430677.0,31.72,79.37,1016859.0,44.63,95.15,30103.0,18713.0,5837.0,0.834,,
Utah,2021-06-01,40968,2021-06-01,Utah,3205958,2589348.0,3100720.0,538189,1452779.0,32.5,80.77,1041941.0,45.31,96.72,17353.0,15491.0,4832.0,0.837,,
Utah,2021-06-08,40975,2021-06-08,Utah,3205958,2646501.0,3160120.0,536231,1475811.0,33.63,82.55,1078225.0,46.03,98.57,28096.0,8165.0,2547.0,0.837,,
Utah,2021-06-15,40982,2021-06-15,Utah,3205958,2736339.0,3170040.0,513803,1510786.0,35.39,85.35,1134602.0,47.12,98.88,33728.0,12834.0,4003.0,0.863,,
Utah,2021-06-22,40989,2021-06-22,Utah,3205958,2796552.0,3203790.0,441884,1536281.0,36.49,87.23,1169726.0,47.92,99.93,37387.0,16037.0,5002.0,0.873,,
Utah,2021-06-29,40996,2021-06-29,Utah,3205958,2843062.0,3218260.0,411287,1558776.0,37.24,88.68,1193931.0,48.62,100.38,34102.0,8604.0,2684.0,0.883,,
Utah,2021-07-06,41003,2021-07-06,Utah,3205958,2857298.0,3229880.0,372663,1566715.0,37.48,89.12,1201445.0,48.87,100.75,9167.0,7320.0,2283.0,0.886,,
Utah,2021-07-13,41010,2021-07-13,Utah,3205958,2902966.0,3276300.0,379757,1590831.0,38.18,90.55,1223964.0,49.62,102.19,18546.0,6524.0,2035.0,0.89,,
Utah,2021-07-20,41017,2021-07-20,Utah,3205958,2939283.0,3301330.0,372051,1632384.0,43.95,91.68,1409162.0,50.92,102.97,11686.0,5309.0,1656.0,0.89,,
Utah,2021-07-27,41024,2021-07-27,Utah,3205958,2972212.0,3334880.0,374874,1650438.0,44.4,92.71,1423509.0,51.48,104.02,19396.0,5934.0,1851.0,0.895,,
Utah,2021-08-03,41031,2021-08-03,Utah,3205958,3005621.0,3382960.0,377339,1671008.0,44.83,93.75,1437090.0,52.12,105.52,21351.0,7738.0,2414.0,0.897,,
Utah,2021-08-10,41038,2021-08-10,Utah,3205958,3080834.0,3434620.0,387475,1718033.0,45.7,96.1,1465221.0,53.59,107.13,26135.0,10745.0,3352.0,0.897,,
Utah,2021-08-17,41045,2021-08-17,Utah,3205958,3092503.0,3518080.0,425577,1725826.0,45.84,96.46,1469618.0,53.83,109.74,11361.0,8898.0,2775.0,0.9,,
Utah,2021-08-24,41052,2021-08-24,Utah,3205958,3187932.0,3630450.0,462521,1783014.0,46.94,99.44,1504895.0,55.62,113.24,32490.0,13633.0,4252.0,0.888,,
Utah,2021-08-31,41059,2021-08-31,Utah,3205958,3228943.0,3754840.0,525897,1803415.0,47.51,100.72,1522997.0,56.25,117.12,18019.0,11565.0,3607.0,0.876,43038.0,1.34
Utah,2021-09-07,41066,2021-09-07,Utah,3205958,3277366.0,3860140.0,589586,1825788.0,48.22,102.23,1545911.0,56.95,120.41,18564.0,6918.0,2158.0,0.856,47050.0,1.47
Utah,2021-09-14,41073,2021-09-14,Utah,3205958,3323537.0,3914600.0,591063,1847448.0,48.89,103.67,1567519.0,57.63,122.1,9769.0,6919.0,2158.0,0.858,50980.0,1.59
Utah,2021-09-21,41080,2021-09-21,Utah,3205958,3375757.0,3940890.0,598798,1868862.0,49.75,105.3,1594995.0,58.29,122.92,17933.0,7460.0,2327.0,0.857,55077.0,1.72
Utah,2021-09-28,41087,2021-09-28,Utah,3205958,3416616.0,3967560.0,573001,1885650.0,50.41,106.57,1616191.0,58.82,123.76,9920.0,8059.0,2514.0,0.861,58871.0,1.84
Utah,2021-10-05,41094,2021-10-05,Utah,3205958,3465737.0,4048470.0,600100,1902795.0,51.25,108.1,1643039.0,59.35,126.28,21012.0,7017.0,2189.0,0.86,64738.0,2.02
Utah,2021-10-12,41101,2021-10-12,Utah,3205958,3525104.0,4126020.0,609161,1917231.0,51.88,109.95,1663220.0,59.8,128.7,20556.0,11479.0,3581.0,0.858,90478.0,2.82
Utah,2021-10-19,41108,2021-10-19,Utah,3205958,3584330.0,4211190.0,626860,1929836.0,52.47,111.8,1682008.0,60.2,131.36,26543.0,11341.0,3537.0,0.858,119210.0,3.72
Utah,2021-10-26,41115,2021-10-26,Utah,3205958,3651697.0,4280270.0,637743,1947672.0,53.13,113.9,1703471.0,60.75,133.51,28263.0,10205.0,3183.0,0.858,148607.0,4.64
Utah,2021-11-02,41122,2021-11-02,Utah,3205958,3709478.0,4448630.0,739152,1962549.0,53.67,115.71,1720598.0,61.22,138.76,34024.0,8323.0,2596.0,0.845,175868.0,5.49
Utah,2021-11-09,41129,2021-11-09,Utah,3205958,3821824.0,4619740.0,813178,1982372.0,54.35,119.21,1742513.0,61.83,144.1,41433.0,16049.0,5006.0,0.832,248532.0,7.75
Utah,2021-11-16,41136,2021-11-16,Utah,3205958,3848254.0,4817850.0,969596,1988323.0,54.51,120.03,1747437.0,62.02,150.28,12724.0,14382.0,4486.0,0.825,265136.0,8.27
Utah,2021-11-23,41143,2021-11-23,Utah,3205958,3995279.0,4934870.0,939591,2039010.0,55.21,124.62,1769932.0,63.6,153.93,66384.0,21004.0,6552.0,0.811,340830.0,10.63
Utah,2021-11-30,41150,2021-11-30,Utah,3205958,4016039.0,4982170.0,973486,2048267.0,55.3,125.27,1772790.0,63.89,155.4,5935.0,12368.0,3858.0,0.808,349879.0,10.91
Utah,2021-12-07,41157,2021-12-07,Utah,3205958,4182706.0,5085980.0,925450,2092692.0,56.17,130.47,1800713.0,65.28,158.64,104141.0,23810.0,7427.0,0.822,446129.0,13.92
Utah,2021-12-14,41164,2021-12-14,Utah,3205958,4301764.0,5247580.0,958132,2116776.0,57.24,134.18,1835087.0,66.03,163.68,43374.0,19974.0,6230.0,0.825,507846.0,15.84
Utah,2021-12-21,41171,2021-12-21,Utah,3205958,4398450.0,5321930.0,936723,2134932.0,58.03,137.2,1860503.0,66.59,166.0,38807.0,19821.0,6183.0,0.827,561899.0,17.53
Utah,2021-12-28,41178,2021-12-28,Utah,3205958,4491386.0,5370830.0,926195,2154230.0,58.61,140.09,1879152.0,67.19,167.53,32829.0,15087.0,4706.0,0.838,617828.0,19.27
Utah,2022-01-04,41185,2022-01-04,Utah,3205958,4554300.0,5402380.0,897822,2167023.0,58.98,142.06,1890853.0,67.59,168.51,17619.0,12760.0,3980.0,0.844,656730.0,20.48
Utah,2022-01-11,41192,2022-01-11,Utah,3205958,4616278.0,5574450.0,960771,2180309.0,59.38,143.99,1903712.0,68.01,173.88,36495.0,10319.0,3219.0,0.842,693179.0,21.62
Utah,2022-01-18,41199,2022-01-18,Utah,3205958,4688391.0,5680880.0,998371,2196429.0,59.85,146.24,1918731.0,68.51,177.2,26563.0,11637.0,3630.0,0.826,734986.0,22.93
Utah,2022-01-25,41206,2022-01-25,Utah,3205958,4755465.0,5760850.0,1052897,2226134.0,60.48,148.33,1938988.0,69.44,179.69,55939.0,11834.0,3691.0,0.825,753813.0,23.51
Utah,2022-02-01,41213,2022-02-01,Utah,3205958,4799165.0,5825050.0,1029197,2236283.0,60.7,149.7,1946163.0,69.75,181.69,13127.0,12800.0,3993.0,0.824,780501.0,24.35
Utah,2022-02-08,41220,2022-02-08,Utah,3205958,4882718.0,5857550.0,1037401,2255874.0,61.25,152.3,1963594.0,70.37,182.71,37617.0,11936.0,3723.0,0.834,827828.0,25.82
Utah,2022-02-15,41227,2022-02-15,Utah,3205958,5028615.0,5902850.0,915864,2276311.0,63.01,156.85,2020151.0,71.0,184.12,73002.0,22353.0,6972.0,0.852,900089.0,28.08
Utah,2022-02-22,41234,2022-02-22,Utah,3205958,5045189.0,5957950.0,912761,2278734.0,63.1,157.37,2022840.0,71.08,185.84,11966.0,10422.0,3251.0,0.851,911861.0,28.44
Utah,2022-03-01,41241,2022-03-01,Utah,3205958,5062215.0,5995950.0,933735,2282001.0,63.26,157.9,2028026.0,71.18,187.03,16928.0,3068.0,957.0,0.848,920726.0,28.72
Utah,2022-03-08,41248,2022-03-08,Utah,3205958,5073910.0,6020350.0,948019,2284841.0,63.36,158.27,2031346.0,71.27,187.79,8003.0,3576.0,1115.0,0.845,926174.0,28.89
Utah,2022-03-15,41255,2022-03-15,Utah,3205958,5099773.0,6045950.0,963442,2290754.0,63.58,159.07,2038507.0,71.45,188.58,19665.0,3695.0,1153.0,0.844,939361.0,29.3
Utah,2022-03-22,41262,2022-03-22,Utah,3205958,5101060.0,6058050.0,957073,2291291.0,63.6,159.11,2038924.0,71.47,188.96,1161.0,3010.0,939.0,0.843,939897.0,29.32
Utah,2022-03-29,41269,2022-03-29,Utah,3205958,5121644.0,6086350.0,966071,2295791.0,63.77,159.75,2044511.0,71.61,189.84,14948.0,2941.0,917.0,0.843,950511.0,29.65
Utah,2022-04-05,41276,2022-04-05,Utah,3205958,5142688.0,6118450.0,975762,2300730.0,63.94,160.41,2049977.0,71.76,190.85,20868.0,3684.0,1149.0,0.844,961657.0,30.0
Utah,2022-04-12,41283,2022-04-12,Utah,3205958,5157616.0,6178750.0,1021134,2303813.0,64.04,160.88,2052994.0,71.86,192.73,14539.0,5085.0,1586.0,0.839,970596.0,30.27
Utah,2022-04-19,41290,2022-04-19,Utah,3205958,5174359.0,6208250.0,1037679,2306565.0,64.11,161.4,2055349.0,71.95,193.65,104.0,2392.0,746.0,0.834,982314.0,30.64
Utah,2022-04-26,41297,2022-04-26,Utah,3205958,5185326.0,6249050.0,1063724,2308132.0,64.17,161.74,2057223.0,72.0,194.92,10593.0,3896.0,1215.0,0.833,989944.0,30.88
Utah,2022-05-03,41304,2022-05-03,Utah,3205958,5212178.0,6285450.0,1073272,2311462.0,64.27,162.58,2060434.0,72.1,196.06,96.0,3836.0,1197.0,0.831,1010432.0,31.52
Utah,2022-05-10,41311,2022-05-10,Utah,3205958,5244081.0,6321950.0,1098043,2315299.0,64.41,163.57,2065105.0,72.22,197.19,24614.0,4558.0,1422.0,0.83,1033991.0,32.25
Utah,2022-05-17,41318,2022-05-17,Utah,3205958,5244739.0,6351450.0,1106711,2315773.0,64.42,163.59,2065312.0,72.23,198.11,137.0,4570.0,1425.0,0.828,1034081.0,32.25
Utah,2022-05-24,41325,2022-05-24,Utah,3205958,5266215.0,6398450.0,1132235,2319049.0,64.5,164.26,2067841.0,72.34,199.58,17094.0,3071.0,958.0,0.828,1049958.0,32.75
Utah,2022-05-31,41332,2022-05-31,Utah,3205958,5272475.0,6434350.0,1161875,2319969.0,64.52,164.46,2068474.0,72.36,200.7,73.0,894.0,279.0,0.822,1054608.0,32.9
Utah,2022-06-07,41339,2022-06-07,Utah,3205958,5284881.0,6484250.0,1199369,2321521.0,64.56,164.85,2069744.0,72.41,202.26,12183.0,2624.0,818.0,0.821,1064466.0,33.2
Utah,2022-06-14,41346,2022-06-14,Utah,3205958,5305856.0,6523250.0,1217394,2323869.0,64.62,165.5,2071788.0,72.49,203.47,20761.0,2998.0,935.0,0.815,1081020.0,33.72
Utah,2022-06-21,41353,2022-06-21,Utah,3205958,5305941.0,6533050.0,1227109,2323951.0,64.62,165.5,2071821.0,72.49,203.78,45.0,2994.0,934.0,0.813,1080949.0,33.72
Utah,2022-06-28,41360,2022-06-28,Utah,3205958,5306068.0,6570250.0,1264182,2324119.0,64.63,165.51,2071898.0,72.49,204.94,,3301.0,1030.0,0.808,1080827.0,33.71
Utah,2022-07-05,41367,2022-07-05,Utah,3205958,,,0,,,,,,,,3847.0,1200.0,,,
Utah,2022-07-12,41374,2022-07-12,Utah,3205958,5359931.0,6680050.0,1320119,2332912.0,64.81,167.19,2077862.0,72.77,208.36,,3847.0,1200.0,0.802,1120338.0,34.95
Utah,2022-07-19,41381,2022-07-19,Utah,3205958,5384931.0,6722250.0,1337319,2338485.0,64.89,167.97,2080418.0,72.94,209.68,,4642.0,1448.0,0.801,1137347.0,35.48
Utah,2022-07-26,41388,2022-07-26,Utah,3205958,5418676.0,6769150.0,1350474,2344851.0,64.98,169.02,2083255.0,73.14,211.14,,4821.0,1504.0,0.8,1162044.0,36.25
Utah,2022-08-02,41395,2022-08-02,Utah,3205958,5418899.0,6809550.0,1390651,2345108.0,64.99,169.03,2083392.0,73.15,212.4,,2886.0,900.0,0.796,1161880.0,36.24
Utah,2022-08-09,41402,2022-08-09,Utah,3205958,5442431.0,6851750.0,1409319,2349022.0,65.05,169.76,2085609.0,73.27,213.72,,3362.0,1049.0,0.794,1179383.0,36.79
Utah,2022-08-16,41409,2022-08-16,Utah,3205958,5442647.0,6884950.0,1442303,2349277.0,65.12,169.77,2087837.0,73.28,214.75,,4371.0,1363.0,0.791,1177138.0,36.72
Utah,2022-08-23,41416,2022-08-23,Utah,3205958,5478311.0,6929850.0,1451539,2356033.0,65.25,170.88,2092041.0,73.49,216.16,,5095.0,1589.0,0.791,1202027.0,37.49
Utah,2022-08-30,41423,2022-08-30,Utah,3205958,5502217.0,6952750.0,1450533,2360985.0,65.35,171.62,2095060.0,73.64,216.87,,3415.0,1065.0,0.791,1218081.0,37.99
Utah,2022-09-06,41430,2022-09-06,Utah,3205958,5511537.0,6975550.0,1464013,2363082.0,65.39,171.92,2096408.0,73.71,217.58,,1331.0,415.0,0.79,1224027.0,38.18
Utah,2022-09-13,41437,2022-09-13,Utah,3205958,5519396.0,7047750.0,1528354,2364777.0,65.43,172.16,2097731.0,73.76,219.83,,1123.0,350.0,0.783,1228929.0,38.33
Utah,2022-09-20,41444,2022-09-20,Utah,3205958,5526216.0,7173250.0,1647034,2366140.0,65.47,172.37,2098828.0,73.8,223.75,,974.0,304.0,0.77,1233331.0,38.47
Utah,2022-09-27,41451,2022-09-27,Utah,3205958,5526347.0,7233250.0,1706903,2366469.0,65.47,172.38,2098947.0,73.81,225.62,,10503.0,3276.0,0.764,1233014.0,38.46
Utah,2022-10-04,41458,2022-10-04,Utah,3205958,5612100.0,7316650.0,1704550,2372764.0,65.64,175.05,2104343.0,74.01,228.22,,12250.0,3821.0,0.767,1307076.0,40.77
Utah,2022-10-11,41465,2022-10-11,Utah,3205958,5657654.0,7389850.0,1732196,2375813.0,65.75,176.47,2107912.0,74.11,230.5,,6508.0,2030.0,0.766,1346012.0,41.98
Utah,2022-10-18,41472,2022-10-18,Utah,3205958,5658405.0,7454550.0,1796145,2376261.0,65.76,176.5,2108135.0,74.12,232.52,,12421.0,3874.0,0.759,1346092.0,41.99
Utah,2022-10-25,41479,2022-10-25,Utah,3205958,5759719.0,7554450.0,1794731,2382016.0,65.91,179.66,2113148.0,74.3,235.64,,14473.0,4514.0,0.762,1436638.0,44.81
Utah,2022-11-01,41486,2022-11-01,Utah,3205958,5777923.0,7636650.0,1858727,2383502.0,65.95,180.22,2114277.0,74.35,238.2,,9273.0,2892.0,0.757,1452227.0,45.3
Utah,2022-11-08,41493,2022-11-08,Utah,3205958,5850618.0,8347450.0,2496832,2388357.0,66.09,182.49,2118687.0,74.5,260.37,,10385.0,3239.0,0.701,1515657.0,47.28
Utah,2022-11-15,41500,2022-11-15,Utah,3205958,5851209.0,7770850.0,1919641,2388939.0,66.09,182.51,2118918.0,74.52,242.39,,84.0,26.0,0.753,1515435.0,47.27
Utah,2022-11-22,41507,2022-11-22,Utah,3205958,5851617.0,7819750.0,1968133,2389361.0,66.1,182.52,2119122.0,74.53,243.91,,11789.0,3677.0,0.748,1515217.0,47.26
Utah,2022-11-29,41514,2022-11-29,Utah,3205958,5947822.0,7894500.0,1946678,2395750.0,66.27,185.52,2124492.0,74.73,246.24,,13744.0,4287.0,0.753,1599663.0,49.9
Utah,2022-12-06,41521,2022-12-06,Utah,3205958,5948112.0,7905200.0,1957088,2395936.0,66.27,185.53,2124608.0,74.73,246.58,,4128.0,1288.0,0.752,1599651.0,49.9
Utah,2022-12-13,41528,2022-12-13,Utah,3205958,5981774.0,7958930.0,1977156,2398692.0,66.34,186.58,2126964.0,74.82,248.25,,4809.0,1500.0,0.752,1628201.0,50.79
Utah,2022-12-20,41535,2022-12-20,Utah,3205958,5997202.0,7994990.0,1997788,2400116.0,66.38,187.06,2128098.0,74.86,249.38,,2431.0,758.0,0.75,1641071.0,51.19
Utah,2022-12-27,41542,2022-12-27,Utah,3205958,6014481.0,8070390.0,2055909,2402022.0,66.42,187.6,2129383.0,74.92,251.73,,3142.0,980.0,0.745,1655159.0,51.63
Utah,2023-01-03,41549,2023-01-03,Utah,3205958,6037264.0,8077190.0,2039926,2404143.0,66.47,188.31,2131099.0,74.99,251.94,,3255.0,1015.0,0.747,1674105.0,52.22
Utah,2023-01-10,41556,2023-01-10,Utah,3205958,6045746.0,8090040.0,2044294,2405032.0,66.49,188.58,2131741.0,75.02,252.34,,1212.0,378.0,0.747,1681056.0,52.44
Utah,2023-01-17,41563,2023-01-17,Utah,3205958,6045916.0,8135770.0,2089854,2405191.0,66.5,188.58,2131824.0,75.02,253.77,,3398.0,1060.0,0.743,1680984.0,52.43
Utah,2023-01-24,41564,2023-01-18,Utah,3205958,6073639.0,8163650.0,2090011,2407931.0,66.57,189.45,2134126.0,75.11,254.64,,3960.0,1235.0,0.744,1703665.0,53.14
Vermont,2021-01-12,41565,2021-01-12,Vermont,623989,25757.0,64925.0,39168,,,4.13,,,10.4,,,,0.397,,
Vermont,2021-01-19,41572,2021-01-19,Vermont,623989,40581.0,74000.0,41530,34427.0,0.98,6.5,6114.0,5.52,11.86,3814.0,3814.0,6112.0,0.548,,
Vermont,2021-01-26,41579,2021-01-26,Vermont,623989,54416.0,92925.0,40574,43994.0,1.66,8.72,10349.0,7.05,14.89,3612.0,2192.0,3513.0,0.596,,
Vermont,2021-02-02,41586,2021-02-02,Vermont,623989,74021.0,109825.0,41448,54994.0,3.03,11.86,18903.0,8.81,17.6,5248.0,2801.0,4489.0,0.726,,
Vermont,2021-02-09,41593,2021-02-09,Vermont,623989,93037.0,129875.0,38907,64864.0,4.49,14.91,28010.0,10.4,20.81,4188.0,2857.0,4579.0,0.778,,
Vermont,2021-02-16,41600,2021-02-16,Vermont,623989,114986.0,147425.0,41017,78022.0,5.89,18.43,36773.0,12.5,23.63,4071.0,3136.0,5026.0,0.78,,
Vermont,2021-02-23,41607,2021-02-23,Vermont,623989,144085.0,178620.0,34535,94054.0,7.48,23.09,46663.0,15.07,28.63,9435.0,4364.0,6994.0,0.865,,
Vermont,2021-03-02,41614,2021-03-02,Vermont,623989,171557.0,227350.0,57982,109213.0,9.37,27.49,58448.0,17.5,36.43,5629.0,4235.0,6787.0,0.812,,
Vermont,2021-03-09,41621,2021-03-09,Vermont,623989,203900.0,272530.0,76773,130466.0,11.08,32.68,69148.0,20.91,43.68,7212.0,4620.0,7404.0,0.761,,
Vermont,2021-03-16,41628,2021-03-16,Vermont,623989,243777.0,309820.0,77688,156682.0,13.19,39.07,82273.0,25.11,49.65,14115.0,6755.0,10826.0,0.816,,
Vermont,2021-03-23,41635,2021-03-23,Vermont,623989,283052.0,353420.0,76840,183362.0,15.51,45.36,96754.0,29.39,56.64,8067.0,6082.0,9747.0,0.809,,
Vermont,2021-03-30,41642,2021-03-30,Vermont,623989,323388.0,409540.0,90088,206956.0,18.38,51.83,114662.0,33.17,65.63,7243.0,5762.0,9234.0,0.806,,
Vermont,2021-04-06,41649,2021-04-06,Vermont,623989,376259.0,474090.0,99224,235562.0,22.67,60.3,141456.0,37.75,75.98,18462.0,8113.0,13002.0,0.81,,
Vermont,2021-04-13,41656,2021-04-13,Vermont,623989,427958.0,515960.0,109488,264954.0,27.21,68.58,169769.0,42.46,82.69,11875.0,8304.0,13308.0,0.829,,
Vermont,2021-04-20,41663,2021-04-20,Vermont,623989,491770.0,593200.0,113646,302169.0,32.59,78.81,203358.0,48.43,95.07,18119.0,9017.0,14451.0,0.846,,
Vermont,2021-04-27,41670,2021-04-27,Vermont,623989,543879.0,651190.0,117852,332511.0,36.03,87.16,224807.0,53.29,104.36,11874.0,8439.0,13524.0,0.848,,
Vermont,2021-05-04,41677,2021-05-04,Vermont,623989,595369.0,710550.0,123617,361667.0,39.87,95.41,248809.0,57.96,113.87,10113.0,8099.0,12979.0,0.849,,
Vermont,2021-05-11,41684,2021-05-11,Vermont,623989,644114.0,768920.0,140428,388794.0,43.75,103.23,273004.0,62.31,123.23,15703.0,7351.0,11781.0,0.845,,
Vermont,2021-05-18,41691,2021-05-18,Vermont,623989,689046.0,819950.0,140616,408974.0,48.05,110.43,299815.0,65.54,131.4,9014.0,7277.0,11662.0,0.846,,
Vermont,2021-05-25,41698,2021-05-25,Vermont,623989,735897.0,855540.0,153645,429773.0,51.71,117.93,322688.0,68.88,137.11,20369.0,8464.0,13564.0,0.86,,
Vermont,2021-06-01,41705,2021-06-01,Vermont,623989,777292.0,897370.0,134368,440908.0,56.38,124.57,351788.0,70.66,143.81,5864.0,7907.0,12672.0,0.866,,
Vermont,2021-06-08,41712,2021-06-08,Vermont,623989,801227.0,904700.0,119980,447248.0,59.4,128.4,370619.0,71.68,144.99,5564.0,4418.0,7080.0,0.886,,
Vermont,2021-06-15,41719,2021-06-15,Vermont,623989,825996.0,908500.0,103737,452570.0,62.66,132.37,390970.0,72.53,145.6,5618.0,3538.0,5670.0,0.909,,
Vermont,2021-06-22,41726,2021-06-22,Vermont,623989,840948.0,912630.0,80531,457072.0,64.45,134.77,402130.0,73.25,146.26,3023.0,4027.0,6454.0,0.921,,
Vermont,2021-06-29,41733,2021-06-29,Vermont,623989,851249.0,919700.0,75076,461022.0,65.54,136.42,408966.0,73.88,147.39,2705.0,1920.0,3077.0,0.926,,
Vermont,2021-07-06,41740,2021-07-06,Vermont,623989,855386.0,923760.0,69343,462804.0,65.98,137.08,411698.0,74.17,148.04,975.0,1455.0,2332.0,0.926,,
Vermont,2021-07-13,41747,2021-07-13,Vermont,623989,,,0,,,,,,,,557.0,893.0,,,
