location,date,record,date,location,2019_population,total_vaccinations,total_distributed,unused_doses,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
Alabama,2021-01-12,1,2021-01-12,Alabama,4903185,78134.0,377025.0,298891,70861.0,0.15,1.59,7270.0,1.45,7.69,,,,0.207,,
Alabama,2021-01-19,8,2021-01-19,Alabama,4903185,130795.0,444650.0,344083,114319.0,0.33,2.67,16346.0,2.33,9.07,8267.0,7523.0,1534.0,0.294,,
Alabama,2021-01-26,15,2021-01-26,Alabama,4903185,254959.0,569000.0,344075,223854.0,0.63,5.2,30933.0,4.57,11.6,33395.0,18294.0,3731.0,0.481,,
Alabama,2021-02-02,22,2021-02-02,Alabama,4903185,371882.0,680550.0,376282,312711.0,1.2,7.58,58825.0,6.38,13.88,41521.0,18178.0,3707.0,0.546,,
Alabama,2021-02-09,29,2021-02-09,Alabama,4903185,490969.0,823600.0,391247,395196.0,1.94,10.01,95033.0,8.06,16.8,24576.0,18526.0,3778.0,0.596,,
Alabama,2021-02-16,36,2021-02-16,Alabama,4903185,636682.0,1015775.0,379093,486206.0,3.04,12.99,149288.0,9.92,20.72,30044.0,22405.0,4569.0,0.634,,
Alabama,2021-02-23,43,2021-02-23,Alabama,4903185,815108.0,1084440.0,382155,593936.0,4.88,16.62,239425.0,12.11,22.12,67094.0,25489.0,5198.0,0.752,,
Alabama,2021-03-02,50,2021-03-02,Alabama,4903185,972161.0,1461320.0,489159,663187.0,6.73,19.83,330046.0,13.53,29.8,37231.0,27531.0,5615.0,0.739,,
Alabama,2021-03-09,57,2021-03-09,Alabama,4903185,1140984.0,1689050.0,548066,747268.0,8.57,23.27,420083.0,15.24,34.45,35119.0,24388.0,4974.0,0.686,,
Alabama,2021-03-16,64,2021-03-16,Alabama,4903185,1332298.0,2004160.0,671862,871536.0,10.44,27.17,511869.0,17.77,40.87,39403.0,27331.0,5574.0,0.681,,
Alabama,2021-03-23,71,2021-03-23,Alabama,4903185,1509445.0,2275030.0,765585,994253.0,11.82,30.78,579598.0,20.28,46.4,36630.0,27167.0,5541.0,0.679,,
Alabama,2021-03-30,78,2021-03-30,Alabama,4903185,1697641.0,2722700.0,1025059,1134739.0,13.12,34.62,643450.0,23.14,55.53,36675.0,27004.0,5507.0,0.657,,
Alabama,2021-04-06,85,2021-04-06,Alabama,4903185,1896920.0,3106870.0,1209950,1267859.0,14.79,38.69,725270.0,25.86,63.36,43243.0,28865.0,5887.0,0.645,,
Alabama,2021-04-13,92,2021-04-13,Alabama,4903185,2127317.0,3358930.0,1231613,1407463.0,17.22,43.39,844353.0,28.71,68.51,44990.0,32914.0,6713.0,0.638,,
Alabama,2021-04-20,99,2021-04-20,Alabama,4903185,2327764.0,3761730.0,1433966,1494421.0,19.71,47.47,966251.0,30.48,76.72,41574.0,33381.0,6808.0,0.636,,
Alabama,2021-04-27,106,2021-04-27,Alabama,4903185,2499694.0,4009430.0,1509736,1558652.0,22.02,50.98,1079815.0,31.79,81.77,35325.0,27377.0,5584.0,0.626,,
Alabama,2021-05-04,113,2021-05-04,Alabama,4903185,2644674.0,4145390.0,1513145,1609919.0,24.06,53.94,1179793.0,32.83,84.54,32123.0,23898.0,4874.0,0.638,,
Alabama,2021-05-11,120,2021-05-11,Alabama,4903185,2773902.0,4295160.0,1551959,1658191.0,25.98,56.57,1273999.0,33.82,87.6,53175.0,20899.0,4262.0,0.648,,
Alabama,2021-05-18,127,2021-05-18,Alabama,4903185,2905553.0,4389040.0,1519689,1709333.0,27.79,59.26,1362380.0,34.86,89.51,40222.0,22667.0,4623.0,0.662,,
Alabama,2021-05-25,134,2021-05-25,Alabama,4903185,2996346.0,4484660.0,1513979,1754294.0,28.87,61.11,1415771.0,35.78,91.46,33059.0,16353.0,3335.0,0.668,,
Alabama,2021-06-01,141,2021-06-01,Alabama,4903185,3022276.0,4578590.0,1558050,1766784.0,29.23,61.64,1433267.0,36.03,93.38,9416.0,13786.0,2812.0,0.667,,
Alabama,2021-06-08,148,2021-06-08,Alabama,4903185,3036833.0,4646130.0,1609297,1774535.0,29.43,61.94,1443230.0,36.19,94.76,7070.0,3239.0,661.0,0.66,,
Alabama,2021-06-15,155,2021-06-15,Alabama,4903185,3129657.0,4686280.0,1606065,1816769.0,30.62,63.83,1501171.0,37.05,95.58,26714.0,13261.0,2705.0,0.669,,
Alabama,2021-06-22,162,2021-06-22,Alabama,4903185,3291351.0,4759120.0,1550268,1918334.0,31.96,67.13,1566908.0,39.12,97.06,111481.0,27005.0,5508.0,0.692,,
Alabama,2021-06-29,169,2021-06-29,Alabama,4903185,3349904.0,4810050.0,1484604,1953410.0,32.51,68.32,1594040.0,39.84,98.1,12972.0,22442.0,4577.0,0.696,,
Alabama,2021-07-06,176,2021-07-06,Alabama,4903185,3392366.0,4845190.0,1470627,1976343.0,32.99,69.19,1617584.0,40.31,98.82,16373.0,9263.0,1889.0,0.7,,
Alabama,2021-07-13,183,2021-07-13,Alabama,4903185,3434360.0,4885650.0,1469214,2000752.0,33.42,70.04,1638866.0,40.81,99.64,12340.0,6533.0,1332.0,0.703,,
Alabama,2021-07-20,190,2021-07-20,Alabama,4903185,3471361.0,4928670.0,1458741,2024953.0,33.75,70.8,1654644.0,41.3,100.52,13654.0,6658.0,1358.0,0.705,,
Alabama,2021-07-27,197,2021-07-27,Alabama,4903185,3534356.0,5015500.0,1496906,2073358.0,34.11,72.08,1672423.0,42.29,102.29,14298.0,8999.0,1835.0,0.707,,
Alabama,2021-08-03,204,2021-08-03,Alabama,4903185,3634744.0,5167970.0,1572715,2154479.0,34.54,74.13,1693504.0,43.94,105.4,30793.0,14341.0,2925.0,0.707,,
Alabama,2021-08-10,211,2021-08-10,Alabama,4903185,3730982.0,5358370.0,1630533,2231388.0,34.99,76.09,1715676.0,45.51,109.28,29942.0,16042.0,3272.0,0.701,,
Alabama,2021-08-17,218,2021-08-17,Alabama,4903185,3828166.0,5581220.0,1785376,2295863.0,35.66,78.08,1748529.0,46.82,113.83,23596.0,14773.0,3013.0,0.693,,
Alabama,2021-08-24,225,2021-08-24,Alabama,4903185,3963352.0,5863360.0,1956844,2368289.0,36.76,80.83,1802279.0,48.3,119.58,30696.0,19583.0,3994.0,0.682,,
Alabama,2021-08-31,232,2021-08-31,Alabama,4903185,4136247.0,6127400.0,2013020,2442247.0,38.35,84.36,1880276.0,49.81,124.97,56159.0,25900.0,5282.0,0.675,,
Alabama,2021-09-07,239,2021-09-07,Alabama,4903185,4237710.0,6294440.0,2084830,2485579.0,39.36,86.43,1930090.0,50.69,128.37,31191.0,24661.0,5030.0,0.673,,
Alabama,2021-09-14,246,2021-09-14,Alabama,4903185,4329528.0,6447940.0,2135326,2516176.0,40.4,88.3,1980807.0,51.32,131.51,31922.0,16185.0,3301.0,0.675,,
Alabama,2021-09-21,253,2021-09-21,Alabama,4903185,4430711.0,6547850.0,2158387,2552143.0,41.58,90.36,2038644.0,52.05,133.54,24408.0,14739.0,3006.0,0.677,,
Alabama,2021-09-28,260,2021-09-28,Alabama,4903185,4511086.0,6646890.0,2168213,2577657.0,42.45,92.0,2081567.0,52.57,135.56,22055.0,13959.0,2847.0,0.679,,
Alabama,2021-10-05,267,2021-10-05,Alabama,4903185,4584378.0,6742810.0,2193925,2597448.0,43.07,93.5,2111925.0,52.97,137.52,20875.0,12950.0,2641.0,0.68,15821.0,0.32
Alabama,2021-10-12,274,2021-10-12,Alabama,4903185,4657171.0,6864150.0,2228121,2616672.0,43.64,94.98,2139547.0,53.37,139.99,20885.0,12874.0,2626.0,0.68,42621.0,0.87
Alabama,2021-10-19,281,2021-10-19,Alabama,4903185,4714057.0,6946650.0,2257180,2632750.0,44.04,96.14,2159523.0,53.69,141.68,15276.0,9374.0,1912.0,0.679,64151.0,1.31
Alabama,2021-10-26,288,2021-10-26,Alabama,4903185,4779470.0,7069650.0,2302826,2653566.0,44.45,97.48,2179242.0,54.12,144.18,17503.0,10252.0,2091.0,0.676,90226.0,1.84
Alabama,2021-11-02,295,2021-11-02,Alabama,4903185,4889817.0,7302580.0,2412763,2677664.0,44.84,99.73,2198533.0,54.61,148.94,25743.0,15857.0,3234.0,0.675,158669.0,3.24
Alabama,2021-11-09,302,2021-11-09,Alabama,4903185,4974840.0,7456320.0,2481480,2696907.0,45.16,101.46,2214496.0,55.0,152.07,22540.0,15306.0,3122.0,0.671,210032.0,4.28
Alabama,2021-11-16,309,2021-11-16,Alabama,4903185,5061882.0,7696280.0,2672367,2720602.0,45.51,103.24,2231219.0,55.49,156.96,35698.0,12435.0,2536.0,0.666,258231.0,5.27
Alabama,2021-11-23,316,2021-11-23,Alabama,4903185,5170333.0,7827970.0,2686781,2749881.0,45.85,105.45,2247882.0,56.08,159.65,28155.0,18294.0,3731.0,0.66,322129.0,6.57
Alabama,2021-11-30,323,2021-11-30,Alabama,4903185,5242493.0,7847520.0,2656485,2772024.0,46.18,106.92,2264466.0,56.54,160.05,20702.0,16222.0,3308.0,0.67,356577.0,7.27
Alabama,2021-12-07,330,2021-12-07,Alabama,4903185,5358521.0,7902810.0,2611177,2804132.0,46.58,109.29,2283759.0,57.19,161.18,32685.0,17078.0,3483.0,0.68,422668.0,8.62
Alabama,2021-12-14,337,2021-12-14,Alabama,4903185,5449205.0,8020150.0,2575416,2825574.0,46.96,111.14,2302467.0,57.63,163.57,24895.0,16242.0,3313.0,0.68,474243.0,9.67
Alabama,2021-12-21,344,2021-12-21,Alabama,4903185,5518826.0,8120290.0,2636233,2842738.0,47.24,112.56,2316077.0,57.98,165.61,18499.0,12461.0,2541.0,0.691,514090.0,10.48
Alabama,2021-12-28,351,2021-12-28,Alabama,4903185,5604954.0,8046130.0,2496811,2863485.0,47.55,114.31,2331596.0,58.4,164.1,18007.0,12304.0,2509.0,0.701,564539.0,11.51
Alabama,2022-01-04,358,2022-01-04,Alabama,4903185,5678299.0,8051430.0,2431555,2884819.0,47.84,115.81,2345599.0,58.84,164.21,15999.0,10989.0,2241.0,0.707,603124.0,12.3
Alabama,2022-01-11,365,2022-01-11,Alabama,4903185,5747337.0,8582180.0,2834843,2904923.0,48.11,117.22,2358758.0,59.25,175.03,14626.0,11075.0,2259.0,0.704,639783.0,13.05
Alabama,2022-01-18,372,2022-01-18,Alabama,4903185,5820951.0,8710160.0,2901806,2927217.0,48.42,118.72,2374104.0,59.7,177.64,23222.0,12112.0,2470.0,0.669,676917.0,13.81
Alabama,2022-01-25,379,2022-01-25,Alabama,4903185,5919745.0,8824030.0,2944226,2989103.0,49.24,120.73,2414385.0,60.96,179.97,56913.0,14113.0,2878.0,0.672,678094.0,13.83
Alabama,2022-02-01,386,2022-02-01,Alabama,4903185,5964639.0,8903600.0,2948350,3001733.0,49.49,121.65,2426408.0,61.22,181.59,13677.0,14940.0,3047.0,0.671,698716.0,14.25
Alabama,2022-02-08,393,2022-02-08,Alabama,4903185,6001038.0,8941300.0,2949539,3012729.0,49.72,122.39,2437859.0,61.44,182.36,7236.0,5712.0,1165.0,0.671,713025.0,14.54
Alabama,2022-02-15,400,2022-02-15,Alabama,4903185,6031560.0,9017400.0,2993409,3021405.0,49.93,123.01,2448121.0,61.62,183.91,7931.0,5211.0,1063.0,0.669,724879.0,14.78
Alabama,2022-02-22,407,2022-02-22,Alabama,4903185,6082787.0,9212140.0,3138893,3030186.0,50.13,124.06,2457846.0,61.8,187.88,31400.0,8113.0,1655.0,0.669,758164.0,15.46
Alabama,2022-03-01,414,2022-03-01,Alabama,4903185,6100421.0,9254240.0,3158073,3035346.0,50.25,124.42,2463862.0,61.91,188.74,3786.0,7251.0,1479.0,0.66,764907.0,15.6
Alabama,2022-03-08,421,2022-03-08,Alabama,4903185,6117662.0,9302640.0,3184978,3040195.0,50.37,124.77,2469598.0,62.0,189.73,4908.0,3145.0,641.0,0.659,771834.0,15.74
Alabama,2022-03-15,428,2022-03-15,Alabama,4903185,6133930.0,9337440.0,3203510,3045185.0,50.48,125.1,2475174.0,62.11,190.44,4383.0,2324.0,474.0,0.657,777912.0,15.87
Alabama,2022-03-22,435,2022-03-22,Alabama,4903185,6145984.0,9355140.0,3213795,3048830.0,50.56,125.35,2479239.0,62.18,190.8,2683.0,2386.0,487.0,0.657,782532.0,15.96
Alabama,2022-03-29,442,2022-03-29,Alabama,4903185,6157587.0,9400540.0,3242953,3052367.0,50.63,125.58,2482580.0,62.25,191.72,3457.0,1658.0,338.0,0.656,787456.0,16.06
Alabama,2022-04-05,449,2022-04-05,Alabama,4903185,6180194.0,9455740.0,3275546,3056752.0,50.73,126.04,2487271.0,62.34,192.85,4624.0,3230.0,659.0,0.655,801253.0,16.34
Alabama,2022-04-12,456,2022-04-12,Alabama,4903185,6207259.0,9530740.0,3326734,3061267.0,50.82,126.6,2491778.0,62.43,194.38,7107.0,3885.0,792.0,0.653,819506.0,16.71
Alabama,2022-04-19,463,2022-04-19,Alabama,4903185,6240831.0,9584440.0,3346215,3068703.0,50.97,127.28,2499054.0,62.59,195.47,5921.0,5328.0,1087.0,0.651,838758.0,17.11
Alabama,2022-04-26,470,2022-04-26,Alabama,4903185,6264204.0,9653140.0,3388936,3072274.0,51.05,127.76,2502957.0,62.66,196.87,7869.0,4948.0,1009.0,0.65,854902.0,17.44
Alabama,2022-05-03,477,2022-05-03,Alabama,4903185,6284287.0,9706540.0,3422253,3075618.0,51.12,128.17,2506330.0,62.73,197.96,4638.0,3284.0,670.0,0.649,868460.0,17.71
Alabama,2022-05-10,484,2022-05-10,Alabama,4903185,6303249.0,9746940.0,3446695,3078789.0,51.18,128.55,2509666.0,62.79,198.79,8704.0,2934.0,598.0,0.647,880972.0,17.97
Alabama,2022-05-17,491,2022-05-17,Alabama,4903185,6323495.0,9802940.0,3479445,3082225.0,51.25,128.97,2513048.0,62.86,199.93,5375.0,3977.0,811.0,0.646,894529.0,18.24
Alabama,2022-05-24,498,2022-05-24,Alabama,4903185,6344526.0,9859540.0,3515014,3085814.0,51.33,129.4,2516586.0,62.93,201.08,3668.0,3389.0,691.0,0.645,908560.0,18.53
Alabama,2022-05-31,505,2022-05-31,Alabama,4903185,6361923.0,9918340.0,3556417,3088830.0,51.39,129.75,2519536.0,63.0,202.28,4200.0,3168.0,646.0,0.643,920108.0,18.77
Alabama,2022-06-07,512,2022-06-07,Alabama,4903185,6380381.0,9955340.0,3577103,3092299.0,51.46,130.13,2522958.0,63.07,203.04,4209.0,2857.0,583.0,0.642,931988.0,19.01
Alabama,2022-06-14,519,2022-06-14,Alabama,4903185,6398110.0,10017140.0,3619730,3095467.0,51.52,130.49,2526178.0,63.13,204.3,5395.0,2806.0,572.0,0.641,943255.0,19.24
Alabama,2022-06-21,526,2022-06-21,Alabama,4903185,6402751.0,10035640.0,3632889,3096313.0,51.54,130.58,2527041.0,63.15,204.68,2486.0,2336.0,476.0,0.638,946215.0,19.3
Alabama,2022-06-28,533,2022-06-28,Alabama,4903185,,,0,,,,,,,,771.0,157.0,,,
Alabama,2022-07-05,540,2022-07-05,Alabama,4903185,6409053.0,10166340.0,3757287,3102762.0,51.58,130.71,2529130.0,63.28,207.34,,1642.0,335.0,0.63,944269.0,19.26
Alabama,2022-07-12,547,2022-07-12,Alabama,4903185,6421894.0,10227840.0,3805946,3105321.0,51.63,130.97,2531605.0,63.33,208.6,,2311.0,471.0,0.628,952141.0,19.42
Alabama,2022-07-19,554,2022-07-19,Alabama,4903185,6438626.0,10299140.0,3860514,3109083.0,51.69,131.32,2534488.0,63.41,210.05,,3426.0,699.0,0.625,962318.0,19.63
Alabama,2022-07-26,561,2022-07-26,Alabama,4903185,6463818.0,10351240.0,3887422,3114035.0,51.77,131.83,2538510.0,63.51,211.11,,3599.0,734.0,0.624,978644.0,19.96
Alabama,2022-08-02,568,2022-08-02,Alabama,4903185,6488750.0,10425540.0,3936790,3119090.0,51.85,132.34,2542311.0,63.61,212.63,,3562.0,726.0,0.622,994799.0,20.29
Alabama,2022-08-09,575,2022-08-09,Alabama,4903185,6509742.0,10488440.0,3978698,3123070.0,51.91,132.77,2545221.0,63.69,213.91,,2999.0,612.0,0.621,1008944.0,20.58
Alabama,2022-08-16,582,2022-08-16,Alabama,4903185,6525635.0,10551040.0,4025405,3127008.0,52.01,133.09,2550007.0,63.78,215.19,,2270.0,463.0,0.618,1016210.0,20.73
Alabama,2022-08-23,589,2022-08-23,Alabama,4903185,6538636.0,10590840.0,4052204,3130184.0,52.06,133.35,2552617.0,63.84,216.0,,1857.0,379.0,0.617,1023488.0,20.87
Alabama,2022-08-30,596,2022-08-30,Alabama,4903185,6549961.0,10627440.0,4077479,3132808.0,52.11,133.59,2554953.0,63.89,216.75,,1618.0,330.0,0.616,1029911.0,21.0
Alabama,2022-09-06,603,2022-09-06,Alabama,4903185,6560084.0,10662440.0,4102356,3135199.0,52.15,133.79,2557143.0,63.94,217.46,,1446.0,295.0,0.615,1035507.0,21.12
Alabama,2022-09-13,610,2022-09-13,Alabama,4903185,6566505.0,10759340.0,4192835,3136836.0,52.18,133.92,2558655.0,63.98,219.44,,1566.0,319.0,0.61,1038859.0,21.19
Alabama,2022-09-20,617,2022-09-20,Alabama,4903185,6578223.0,10941640.0,4363417,3139166.0,52.23,134.16,2560721.0,64.02,223.15,,2172.0,443.0,0.601,1046229.0,21.34
Alabama,2022-09-27,624,2022-09-27,Alabama,4903185,6594010.0,11031240.0,4437230,3141540.0,52.27,134.48,2562850.0,64.07,224.98,,2541.0,518.0,0.598,1057513.0,21.57
Alabama,2022-10-04,631,2022-10-04,Alabama,4903185,6612131.0,11131340.0,4519209,3144023.0,52.32,134.85,2565135.0,64.12,227.02,,2709.0,552.0,0.594,1070866.0,21.84
Alabama,2022-10-11,638,2022-10-11,Alabama,4903185,6631238.0,11209840.0,4578602,3146465.0,52.4,135.24,2569128.0,64.17,228.62,,2730.0,557.0,0.592,1083538.0,22.1
Alabama,2022-10-18,645,2022-10-18,Alabama,4903185,6649782.0,11279040.0,4629258,3148955.0,52.44,135.62,2571271.0,64.22,230.03,,3048.0,622.0,0.59,1097449.0,22.38
Alabama,2022-10-25,652,2022-10-25,Alabama,4903185,6671583.0,11384240.0,4712657,3151575.0,52.49,136.07,2573679.0,64.28,232.18,,3114.0,635.0,0.586,1114222.0,22.72
Alabama,2022-11-01,659,2022-11-01,Alabama,4903185,6693189.0,11439740.0,4746551,3154393.0,52.54,136.51,2576256.0,64.33,233.31,,3423.0,698.0,0.585,1130433.0,23.06
Alabama,2022-11-08,666,2022-11-08,Alabama,4903185,6717542.0,11535580.0,4818038,3157415.0,52.6,137.0,2578974.0,64.4,235.27,,3479.0,710.0,0.582,1149046.0,23.43
Alabama,2022-11-15,673,2022-11-15,Alabama,4903185,6735771.0,11582040.0,4846269,3159894.0,52.64,137.38,2581155.0,64.45,236.21,,2604.0,531.0,0.582,1162615.0,23.71
Alabama,2022-11-22,680,2022-11-22,Alabama,4903185,6751023.0,11652440.0,4901417,3161944.0,52.68,137.69,2583088.0,64.49,237.65,,2179.0,444.0,0.579,1173884.0,23.94
Alabama,2022-11-29,687,2022-11-29,Alabama,4903185,6765053.0,11720840.0,4955787,3164265.0,52.72,137.97,2585033.0,64.53,239.05,,13611.0,2776.0,0.577,1183648.0,24.14
Alabama,2022-12-06,694,2022-12-06,Alabama,4903185,6873874.0,11756440.0,4882566,3171595.0,52.89,140.19,2593348.0,64.68,239.77,,15546.0,3171.0,0.585,1276824.0,26.04
Alabama,2022-12-13,701,2022-12-13,Alabama,4903185,6888090.0,11790000.0,4901910,3173348.0,52.92,140.48,2594922.0,64.72,240.46,,2337.0,477.0,0.584,1287713.0,26.26
Alabama,2022-12-20,708,2022-12-20,Alabama,4903185,6904805.0,11836660.0,4931855,3175322.0,52.96,140.82,2596623.0,64.76,241.41,,2388.0,487.0,0.583,1300753.0,26.53
Alabama,2022-12-27,715,2022-12-27,Alabama,4903185,6919202.0,11884870.0,4965668,3177045.0,52.99,141.12,2598164.0,64.8,242.39,,2057.0,420.0,0.582,1311886.0,26.76
Alabama,2023-01-03,722,2023-01-03,Alabama,4903185,6929554.0,11897230.0,4967676,3178492.0,53.02,141.33,2599499.0,64.83,242.64,,1479.0,302.0,0.582,1319456.0,26.91
Alabama,2023-01-10,729,2023-01-10,Alabama,4903185,6937933.0,11918030.0,4980097,3179484.0,53.04,141.5,2600660.0,64.85,243.07,,1381.0,282.0,0.582,1325682.0,27.04
Alabama,2023-01-17,736,2023-01-17,Alabama,4903185,6947815.0,11980900.0,5033085,3180917.0,53.06,141.7,2601816.0,64.87,244.35,,1412.0,288.0,0.58,1332975.0,27.19
Alabama,2023-01-24,737,2023-01-18,Alabama,4903185,6957265.0,12007660.0,5050395,3182328.0,53.09,141.89,2602885.0,64.9,244.9,,1350.0,275.0,0.579,1339945.0,27.33
Alaska,2021-01-12,738,2021-01-12,Alaska,731545,35838.0,141600.0,105762,22486.0,0.74,4.9,5400.0,3.07,19.36,,,,0.253,,
Alaska,2021-01-19,745,2021-01-19,Alaska,731545,66331.0,150450.0,110795,55434.0,1.48,9.07,10802.0,7.58,20.57,6443.0,4400.0,6015.0,0.441,,
Alaska,2021-01-26,752,2021-01-26,Alaska,731545,98149.0,162925.0,82418,81200.0,2.3,13.42,16815.0,11.1,22.27,9189.0,5225.0,7142.0,0.623,,
Alaska,2021-02-02,759,2021-02-02,Alaska,731545,123443.0,196975.0,81954,97076.0,3.58,16.87,26207.0,13.27,26.93,4872.0,4850.0,6630.0,0.632,,
Alaska,2021-02-09,766,2021-02-09,Alaska,731545,152874.0,256900.0,111698,110936.0,5.7,20.9,41698.0,15.16,35.12,6935.0,4204.0,5747.0,0.607,,
Alaska,2021-02-16,773,2021-02-16,Alaska,731545,191008.0,271550.0,107977,129658.0,8.33,26.11,60964.0,17.72,37.12,8693.0,5448.0,7447.0,0.703,,
Alaska,2021-02-23,780,2021-02-23,Alaska,731545,239927.0,304875.0,83712,154618.0,11.58,32.8,84746.0,21.14,41.68,17072.0,7466.0,10206.0,0.794,,
Alaska,2021-03-02,787,2021-03-02,Alaska,731545,269941.0,372725.0,102784,168646.0,13.79,36.9,100902.0,23.05,50.95,5909.0,7201.0,9844.0,0.784,,
Alaska,2021-03-09,794,2021-03-09,Alaska,731545,302687.0,430685.0,139908,184906.0,16.04,41.38,117345.0,25.28,58.87,7158.0,4678.0,6395.0,0.703,,
Alaska,2021-03-16,801,2021-03-16,Alaska,731545,339647.0,484795.0,151799,206403.0,18.3,46.43,133907.0,28.21,66.27,9086.0,5571.0,7615.0,0.714,,
Alaska,2021-03-23,808,2021-03-23,Alaska,731545,376555.0,529765.0,158780,231342.0,20.12,51.47,147214.0,31.62,72.42,9737.0,5583.0,7632.0,0.721,,
Alaska,2021-03-30,815,2021-03-30,Alaska,731545,404339.0,572905.0,178350,247097.0,22.08,55.27,161504.0,33.78,78.31,5875.0,4817.0,6585.0,0.707,,
Alaska,2021-04-06,822,2021-04-06,Alaska,731545,432690.0,658125.0,225435,258884.0,24.52,59.15,179359.0,35.39,89.96,8318.0,4050.0,5536.0,0.678,,
Alaska,2021-04-13,829,2021-04-13,Alaska,731545,496015.0,717325.0,254678,282684.0,30.4,67.8,222407.0,38.64,98.06,30765.0,9046.0,12366.0,0.691,,
Alaska,2021-04-20,836,2021-04-20,Alaska,731545,519030.0,746805.0,236862,291921.0,32.36,70.95,236706.0,39.9,102.09,5658.0,9009.0,12315.0,0.695,,
Alaska,2021-04-27,843,2021-04-27,Alaska,731545,541593.0,760525.0,224847,301212.0,34.11,74.03,249547.0,41.17,103.96,5728.0,4331.0,5920.0,0.712,,
Alaska,2021-05-04,850,2021-05-04,Alaska,731545,563184.0,772405.0,222361,308846.0,36.05,76.99,263754.0,42.22,105.59,7870.0,3386.0,4629.0,0.732,,
Alaska,2021-05-11,857,2021-05-11,Alaska,731545,576062.0,781245.0,209585,314577.0,37.11,78.75,271486.0,43.0,106.79,3806.0,3064.0,4188.0,0.739,,
Alaska,2021-05-18,864,2021-05-18,Alaska,731545,587995.0,794195.0,212978,321664.0,37.93,80.38,277461.0,43.97,108.56,3086.0,2194.0,2999.0,0.741,,
Alaska,2021-05-25,871,2021-05-25,Alaska,731545,602501.0,805355.0,206927,331563.0,38.73,82.36,283291.0,45.32,110.09,2883.0,2158.0,2950.0,0.75,,
Alaska,2021-06-01,878,2021-06-01,Alaska,731545,612692.0,806335.0,201495,338093.0,39.37,83.75,288024.0,46.22,110.22,2387.0,1855.0,2536.0,0.76,,
Alaska,2021-06-08,885,2021-06-08,Alaska,731545,623367.0,819105.0,196219,342912.0,40.23,85.21,294324.0,46.88,111.97,2614.0,1540.0,2105.0,0.765,,
Alaska,2021-06-15,892,2021-06-15,Alaska,731545,633467.0,822445.0,195674,346864.0,41.15,86.59,301029.0,47.42,112.43,2362.0,1595.0,2180.0,0.771,,
Alaska,2021-06-22,899,2021-06-22,Alaska,731545,641457.0,828205.0,188778,350473.0,41.84,87.69,306072.0,47.91,113.21,1401.0,1620.0,2214.0,0.777,,
Alaska,2021-06-29,906,2021-06-29,Alaska,731545,655493.0,829845.0,186109,356834.0,42.77,89.6,312846.0,48.78,113.44,4327.0,2005.0,2741.0,0.79,,
Alaska,2021-07-06,913,2021-07-06,Alaska,731545,678029.0,831665.0,171273,366245.0,44.15,92.68,322988.0,50.06,113.69,7043.0,3219.0,4400.0,0.815,,
Alaska,2021-07-13,920,2021-07-13,Alaska,731545,683718.0,840365.0,159278,369207.0,44.58,93.46,326089.0,50.47,114.88,1266.0,2782.0,3803.0,0.815,,
Alaska,2021-07-20,927,2021-07-20,Alaska,731545,687880.0,843085.0,156512,370546.0,45.0,94.03,329206.0,50.65,115.25,1035.0,944.0,1290.0,0.816,,
Alaska,2021-07-27,934,2021-07-27,Alaska,731545,693657.0,849465.0,158019,374281.0,45.32,94.82,331567.0,51.16,116.12,1599.0,838.0,1146.0,0.817,,
Alaska,2021-08-03,941,2021-08-03,Alaska,731545,699605.0,861995.0,162390,378395.0,45.64,95.63,333879.0,51.73,117.83,1996.0,850.0,1162.0,0.816,,
Alaska,2021-08-10,948,2021-08-10,Alaska,731545,704538.0,874135.0,169597,381886.0,45.9,96.31,335812.0,52.2,119.49,1198.0,949.0,1297.0,0.811,,
Alaska,2021-08-17,955,2021-08-17,Alaska,731545,711778.0,885235.0,174544,386600.0,46.32,97.3,338872.0,52.85,121.01,1860.0,1034.0,1413.0,0.807,,
Alaska,2021-08-24,962,2021-08-24,Alaska,731545,720003.0,895645.0,179972,390953.0,46.76,98.42,342075.0,53.44,122.43,2806.0,1175.0,1606.0,0.804,,
Alaska,2021-08-31,969,2021-08-31,Alaska,731545,730407.0,933585.0,203444,396543.0,47.21,99.84,345364.0,54.21,127.62,2661.0,1760.0,2406.0,0.803,17246.0,2.36
Alaska,2021-09-07,976,2021-09-07,Alaska,731545,747155.0,981175.0,244366,403340.0,48.0,102.13,351155.0,55.14,134.12,1864.0,2393.0,3271.0,0.764,22499.0,3.08
Alaska,2021-09-14,983,2021-09-14,Alaska,731545,758318.0,996695.0,239828,409742.0,48.48,103.66,354618.0,56.01,136.25,2887.0,2505.0,3424.0,0.762,24416.0,3.34
Alaska,2021-09-21,990,2021-09-21,Alaska,731545,769981.0,1025835.0,261199,414037.0,49.31,105.25,360740.0,56.6,140.23,2411.0,1879.0,2569.0,0.755,26330.0,3.6
Alaska,2021-09-28,997,2021-09-28,Alaska,731545,787670.0,1048375.0,268330,417974.0,50.41,107.67,368741.0,57.14,143.31,10310.0,2527.0,3454.0,0.753,32585.0,4.45
